WKT
"MULTILINESTRING M ((542155.6935 663225.2234 0,542156.7125 663213.8334 0.0114000000030501,542157.5835 663209.2149 0.0160999999934575,542158.8555 663203.7106 0.0218000000022585,542161.3325 663195.535 0.0302999999985332,542165.5339 663185.511299999 0.0412000000069384,542175.2216 663169.773 0.0596999999979744,542185.43 663152.434699999 0.0798000000067987,542210.0755 663109.617699999 0.129199999995762,542224.9117 663083.5265 0.159199999994598,542294.1875 662960.2907 0.300700000007055,542338.7738 662882.0638 0.390700000003562,542378.3715 662811.835100001 0.471399999994901,542402.9369 662769.1675 0.520600000003469,542423.2204 662734.619000001 0.560700000001816,542433.9823 662717.1569 0.581200000000536,542444.1497 662701.467599999 0.599900000001071,542454.8033 662685.850199999 0.618799999996554,542460.9306 662677.2162 0.629400000005262,542472.3469 662661.802100001 0.648600000000442,542485.5913 662644.846000001 0.670100000003004,542497.9874 662629.815400001 0.689599999997881,542505.0955 662621.573899999 0.700500000006286,542518.2503 662606.9573 0.720100000005914,542525.7445 662598.945499999 0.731100000004517,542537.9675 662586.384400001 0.748600000006263,542552.1077 662572.602 0.768400000000838,542566.6095 662559.1742 0.788199999995413,542583.131 662544.7016 0.810100000002421,542598.3487 662532.071599999 0.829899999996996,542606.9153 662525.178300001 0.8408999999956,542620.7577 662514.380899999 0.858500000002095,542629.5167 662507.7718 0.869399999995949,542645.4897 662496.2147 0.889200000005076,542661.7467 662485.1149 0.908800000004703,542680.1827 662473.377499999 0.930699999997159,542697.0937 662463.326300001 0.950400000001537,542704.6921 662459.01 0.959099999992759,542721.9567 662449.591800001 0.978799999997136,542729.7051 662445.568499999 0.98750000000291,542747.3159 662436.8674 1.00719999999274,542757.1857 662432.231000001 1.01810000000114,542777.1217 662423.328400001 1.0399000000034,542803.2203 662412.414899999 1.06819999999425,542821.4092 662405.336300001 1.08770000000368,542831.5533 662401.5733 1.09859999999753,542849.8566 662395.167099999 1.11800000000221,542868.2679 662389.232000001 1.13730000000214,542888.8905 662383.2587 1.1588000000047,542907.5955 662378.4904 1.17810000000463,542918.0489 662376.0735 1.18880000000354,542936.9637 662372.0954 1.20810000000347,542956.0415 662368.6176 1.2274999999936,542975.3085 662365.819800001 1.24700000000303,542986.1098 662364.547900001 1.25789999999688,543005.6977 662362.6894 1.27760000000126,543016.6496 662361.894400001 1.28859999999986,543036.4956 662360.9607 1.30839999999444,543045.3751 662360.762 1.31729999999516,543074.5218 662360.741900001 1.34649999999965,543094.8982 662361.269400001 1.36689999999362,543106.2891 662361.7577 1.37829999999667,543126.9054 662362.9035 1.39890000000014,543145.3369 662364.2477 1.41740000000573,543163.8185 662365.998400001 1.43600000000151,543184.5182 662368.4649 1.45679999999993,543202.729 662371.108899999 1.47520000000077,543214.0159 662373.008199999 1.48669999999402,543222.9752 662374.665100001 1.49580000000424,543242.9312 662378.904200001 1.51619999999821,543253.9079 662381.556500001 1.52749999999651,543273.404 662386.8575 1.54769999999553,543290.4781 662392.142100001 1.56560000000172,543296.4654 662394.1943 1.57189999999537))"
"MULTILINESTRING M ((543297.7363 662390.4024 0,543291.7348 662388.3453 0.00629999999364372,543274.5185 662383.0166 0.0243999999947846,543254.8827 662377.6778 0.0446999999985565,543243.8351 662375.0085 0.0561000000016065,543223.7395 662370.739499999 0.076600000000326,543214.7114 662369.0699 0.0858000000007451,543203.3639 662367.1603 0.097299999993993,543185.0478 662364.501 0.115799999999581,543164.2423 662362.021600001 0.136799999992945,543145.6664 662360.2621 0.155499999993481,543127.1604 662358.9125 0.173999999999069,543106.4748 662357.762800001 0.194699999992736,543095.0473 662357.273 0.206200000000536,543074.5818 662356.7432 0.226699999999255,543045.3081 662356.7633 0.255900000003749,543036.37 662356.963300001 0.264899999994668,543016.3944 662357.903200001 0.284899999998743,543005.3768 662358.7031 0.295899999997346,542985.671 662360.572799999 0.315700000006473,542974.8034 662361.852600001 0.326700000005076,542963.9958 662363.3323 0.337599999998929,542955.3876 662364.672 0.346300000004703,542936.1918 662368.171399999 0.365799999999581,542917.1759 662372.170600001 0.385299999994459,542906.6682 662374.600099999 0.395999999993364,542887.8423 662379.3992 0.415500000002794,542877.4446 662382.318600001 0.426300000006449,542867.0968 662385.408 0.437099999995553,542848.5809 662391.376800001 0.456500000000233,542830.1849 662397.8155 0.475999999995111,542819.9971 662401.594699999 0.486900000003516,542801.7311 662408.703299999 0.506500000003143,542775.5268 662419.661 0.534899999998743,542755.5112 662428.599199999 0.556800000005751,542745.5933 662433.258199999 0.567800000004354,542727.8872 662442.0064 0.587599999998929,542720.0889 662446.055600001 0.596300000004703,542702.7327 662455.523600001 0.616099999999278,542695.0944 662459.8627 0.62489999999525,542678.0881 662469.9706 0.644700000004377,542659.5421 662481.778200001 0.666700000001583,542643.1857 662492.945800001 0.686499999996158,542627.1292 662504.5634 0.706300000005285,542618.3312 662511.202 0.717300000003888,542604.4242 662522.049699999 0.735000000000582,542595.8261 662528.9683 0.745999999999185,542580.5395 662541.6556 0.76589999999851,542572.1913 662548.8741 0.776899999997113,542563.9331 662556.202500001 0.788000000000466,542549.3563 662569.6997 0.807799999995041,542535.1394 662583.5568 0.827699999994365,542522.8421 662596.1941 0.845300000000861,542515.3138 662604.2424 0.856400000004214,542502.0867 662618.939300001 0.87609999999404,542494.9383 662627.227499999 0.887100000007194,542482.471 662642.3443 0.906700000006822,542475.7425 662650.842499999 0.917499999995925,542464.0051 662666.249199999 0.936900000000605,542457.6865 662674.8774 0.947599999999511,542446.7089 662690.5241 0.966700000004494,542436.2213 662706.2607 0.985599999999977,542425.1337 662723.787 1.00639999999839,542409.4772 662750.001399999 1.03690000000643,542374.8949 662809.8587 1.10610000000452,542335.2937 662880.093699999 1.18670000000566,542290.7036 662958.327 1.27680000000692,542217.06 663089.279100001 1.42699999999604,542191.9856 663133.1997 1.47759999999835,542177.1988 663158.5743 1.50699999999779,542171.8 663167.702400001 1.5176000000065,542166.4212 663176.3905 1.5277999999962,542160.9625 663184.368799999 1.53750000000582,542154.7138 663192.2271 1.54750000000058,542147.5254 663199.2457 1.55760000000009,542136.5921 663207.9109 1.57150000000547))"
